*********************start************************************************
野獸	199.873492063
釣魚	161.436282051
陈奕迅	161.436282051
三成	161.436282051
沒素質	149.905119048
兩成	149.905119048
申請	149.905119048
入侵	139.911444444
恶化	133.248994709
港英	131.166979167
救人	116.59287037
贵	116.59287037
八日	116.59287037
王跃华	116.59287037
崇洋媚外	116.59287037
慢填	116.59287037
浮面	116.59287037
香港中文大学	116.59287037
久	116.59287037
估計	116.59287037
日後亦不會	116.59287037
女说	116.59287037
邀	116.59287037
检验	116.59287037
学籍	116.59287037
一頭	116.59287037
某某	116.59287037
提煉	116.59287037
奧運銅牌	116.59287037
文昌	116.59287037
讲事	116.59287037
追貼	116.59287037
旅發局	116.59287037
之福	116.59287037
深坑	116.59287037
海難	116.59287037
边厢	116.59287037
訪者	116.59287037
億元	116.59287037
收益	107.624188034
上水	107.624188034
先寫	107.624188034
校长	107.624188034
强硬	107.624188034
下去	107.624188034
那句	107.624188034
最少	107.624188034
亿	107.624188034
派位	107.624188034
小學	107.624188034
*********************end************************************************
*********************start************************************************
狙击	108.423163159
讽刺	108.283141855
你好	107.806896555
法网	107.640784234
老表	106.521910029
网友	104.135454257
嘢	103.559566024
无线	103.501808318
叫好	103.122773376
新剧	103.002667653
抹黑	102.701536604
踩界	101.308973396
大胆	99.6204905063
强烈要求	95.9459642172
港产	94.7881532803
道歉	94.6008533878
引爆	94.2836785149
子	92.4508339926
生子	91.4484971445
孕妇	89.5560916367
王祖	88.9468665235
宗	84.0547888647
投诉	83.7717761076
电视剧	83.0170754219
双非	80.9416485364
结果	80.8607877486
赴	80.2862505725
蓝	79.8241109826
加大	78.7815103494
留言	77.6263562387
藍	77.5733327713
批评	76.1803750931
收到	75.9302519103
腰	75.604836545
接到	75.4700685654
郭晋安	74.7153678797
观众	73.9370827977
野	72.3986122866
編劇	71.8416998844
搞笑	69.180896185
電視劇	67.9230617089
斬	67.4513737803
管理局	67.0522532254
觀眾	67.0522532254
合共	65.2277021172
監	64.9698851128
喜剧	64.9698851128
播出	64.7533188291
截至	64.7533188291
醜化	64.5688364393
*********************end************************************************
*********************start************************************************
反水	237.43901077
外地人	220.544311927
广州	210.042201835
朋友圈	176.87764365
看中	172.975930923
悲劇	171.852710592
应	160.395863219
貨客	132.658232738
尊重	128.359123344
查看	127.298304142
剛剛	120.024115334
应对	120.024115334
越来越少	120.024115334
头条	120.024115334
覆灭	120.024115334
生存空间	112.022507645
時代	110.548527282
平民	110.548527282
本地	109.112832122
水客	105.021100917
高昂	105.021100917
遭遇	105.021100917
辱骂	105.021100917
过关	105.021100917
难	100.020096112
误解	100.020096112
越大	98.8433890988
有時	98.8433890988
组织	98.8433890988
一行	96.942554693
平心	96.942554693
剪爛	96.942554693
證反擊	96.942554693
合力	96.942554693
竞选	96.942554693
他敢	96.942554693
受苦	96.942554693
通行	96.942554693
苦于	96.942554693
屯門	96.942554693
惊喜	90.0180865007
不難	90.0180865007
境外	90.0180865007
回事	90.0180865007
情歌	90.0180865007
一周	90.0180865007
深刻	88.4388218252
所謂	86.1711597271
實	84.0168807339
瘋狂	84.0168807339
*********************end************************************************
*********************start************************************************
街头	113.633660462
小便	113.249762961
便溺	110.744669095
孩子	103.738594523
尿	82.4760438841
发酵	81.1669003304
五一	80.2846514137
薇	79.5435623237
当街	77.4774957699
街頭	77.4774957699
已不复	74.4029919695
哈哈哈	73.6514465961
焦虑	73.1731904493
曾演	71.0210377891
新片	71.0210377891
闾丘露	71.0210377891
自忧	71.0210377891
搜狐	68.1801962775
杜汶泽	67.9331665808
庸人	67.6390836086
旺角	66.8433296838
小孩	66.5822229272
隨街	63.9189340102
廁所	63.1298113681
足球	61.7574241644
功夫	61.7574241644
抵制	60.8751752478
客户端	60.8751752478
行为	59.1841981575
一泡	58.4879134733
门	58.4879134733
小童	58.1081218274
短片	56.8168302312
拍照	56.8168302312
照片	56.8168302312
遭	53.7456502187
然後就	53.2657783418
墙角	53.2657783418
相机	53.2657783418
黄金周	53.2657783418
中环	53.2657783418
随地	52.3312910025
主角	52.0820943786
视频	51.6516638466
寫	51.6516638466
台灣	50.7293127065
富人	50.1324972629
偷渡	50.1324972629
占领	50.1324972629
當街	50.1324972629
*********************end************************************************
*********************start************************************************
官恩娜	168.500334538
驱蝗	168.500334538
痛哭	161.760321156
认错	161.760321156
行动	134.80026763
恩主	131.055815752
围剿	129.615641952
当众	122.545697846
騰訊	118.941412615
主場	118.941412615
驅蝗	112.333556358
村民	112.333556358
关	106.421263919
媒宣	105.312709086
惹	101.100200723
尖沙咀	99.1178438457
教育局	99.1178438457
裂	96.2859054501
澳牛	96.2859054501
竊	96.2859054501
扒	96.2859054501
一港	89.8668450868
轟官	89.8668450868
再析	89.8668450868
斥大陸	89.8668450868
行	89.3254785501
谴责	88.6843865988
谈	86.410427968
知乎	84.2501672688
觀念	84.2501672688
中共	84.2501672688
本土	82.5307761001
各界	79.2942750766
蜡烛	79.2942750766
城	77.7693851712
綜援	77.7693851712
免税	77.7693851712
罗湖	77.7693851712
民间	77.7693851712
逃	77.7693851712
免税店	77.7693851712
边境	77.7693851712
自由	77.2293199964
广东话	76.5910611535
年轻	74.8890375723
鲜有	72.2144290876
耳闻	72.2144290876
差距	72.2144290876
七年	72.2144290876
衛生	72.2144290876
*********************end************************************************
*********************start************************************************
孔慶東	119.102530842
狗	116.484892801
北大	106.836157233
进食	102.087883579
教授	99.8685817617
孔庆东	94.2349694572
噏	91.8790952207
地铁	90.7447854032
孔	85.0732363155
進食	82.0349064471
產子	79.8948654093
争执	79.2061165696
之間	74.2457335117
深化	73.9257087983
婦來	73.5032761766
反蝗	73.2369599585
大學	72.7376170497
孔慶	72.5361278058
引	71.7805431412
透視	70.6762270929
言论	70.6762270929
评论员	69.6053751672
臨界點	69.6053751672
震怒	68.9093214155
兩地民眾	68.9093214155
推至	68.0585890524
民眾	68.0585890524
視頻	67.3780031619
孕婦	65.6279251577
节目	65.6279251577
港產子	64.7865415018
校園	63.0542810338
群起	63.0542810338
沒資格	63.0542810338
更將	63.0542810338
大反擊	63.0542810338
揚眉吐氣	63.0542810338
地孕婦	63.0542810338
港龍	63.0542810338
高登	63.0542810338
蝗虫	61.7900347976
广告	61.2527301471
廣告	59.921149057
麵	59.5512654208
孔子	59.5512654208
學者	58.8968559107
第一	57.424434513
矛盾激化	57.424434513
最差	57.424434513
本港台	57.424434513
*********************end************************************************
*********************start************************************************
赤道	405.232788543
航空	281.181934908
来生	227.108485887
猜	227.108485887
菲傭	227.108485887
评分	210.886451181
港片	210.886451181
簡體	210.886451181
股市	210.886451181
五成	210.886451181
黎賤	210.886451181
透過	196.827354435
争议	190.478084937
英	184.525644783
丶	184.525644783
拍摄	184.525644783
演技	184.525644783
土豆	164.022795363
格局	164.022795363
无证	164.022795363
境内	164.022795363
领导人	164.022795363
酌情	164.022795363
管浩鳴	164.022795363
肖友怀	164.022795363
出家	164.022795363
公務員	164.022795363
企业家	164.022795363
淫媒	164.022795363
如居港权	164.022795363
球迷	164.022795363
刊物	164.022795363
五	164.022795363
禁止	164.022795363
安排	164.022795363
壹	151.405657258
穢語	151.405657258
中介	151.405657258
预期	151.405657258
信任	151.405657258
大公	151.405657258
片中	151.405657258
商业	151.405657258
结局	151.405657258
水准	151.405657258
特首	147.620515826
頗	147.620515826
中央政府	140.590967454
学院	140.590967454
粗言	140.590967454
*********************end************************************************
*********************start************************************************
身陷	283.356094512
漂	234.586744912
新界	179.458859857
医疗	175.940058684
民意	166.165610979
一签	149.549049881
大妈	149.549049881
多行	149.549049881
三类	138.045276813
跨境	130.042652071
大厨	128.184899898
拼音	128.184899898
反感	122.706912723
複	119.639239905
进行	119.639239905
计划	119.639239905
百姓	113.942133243
就業	112.161787411
資源	112.161787411
主旋律	112.161787411
磨合	105.56403521
爱港	99.6993665875
撃	99.6993665875
技术	99.6993665875
變數	99.6993665875
哪儿	99.6993665875
医疗机构	99.6993665875
好感	99.6993665875
之情	99.6993665875
结构	99.6993665875
狂潮	99.6993665875
聪明	99.6993665875
同舟	99.6993665875
優先座	99.6993665875
获续	99.6993665875
烧味	99.6993665875
雜的	99.6993665875
额	99.6993665875
腦子	99.6993665875
绿色通道	99.6993665875
就业机会	99.6993665875
药物	99.6993665875
港英政府	99.6993665875
南华早报	99.6993665875
緩衝帶	99.6993665875
不见	99.6993665875
慈铭	99.6993665875
陈云	99.6993665875
广东海关	99.6993665875
增加	97.8866508314
*********************end************************************************
*********************start************************************************
频繁	246.724509104
环球时报	246.343942111
炒作	245.39334431
刊文	241.943026369
香港媒体	221.18377478
头条新闻	208.667809788
授课	172.440759477
称港媒	160.533085549
学生	137.952607582
白岩松	134.535824732
授課	134.535824732
香港城市大学	113.608029773
骂战	111.886695989
幼稚园	110.452251169
幼稚	110.452251169
挨骂	106.507527912
批港媒	106.507527912
课程	106.507527912
进入	104.638974791
话	101.738534125
老师	98.31464115
必将	94.6733581444
舆论	94.6733581444
发炎	94.6733581444
亲英港孩	94.6733581444
发挥优势	94.6733581444
港媒	94.6733581444
混血儿	94.6733581444
两极	94.6733581444
人民日报	94.6733581444
热情	90.3700236833
善意	89.690549821
拐	88.7562732604
祸害	88.7562732604
语言	88.144161031
谣言	86.4408922188
媒体	85.9534435785
新热榜	81.1485926952
并列	81.1485926952
抽屉	81.1485926952
奴才	81.1485926952
官媒称	81.1485926952
车祸	81.1485926952
战系	81.1485926952
绝杀	81.1485926952
普通话	80.1082261222
傲慢	78.8944651204
蔓延	78.8944651204
業界	75.7386865155
炒	75.7386865155
*********************end************************************************
*********************start************************************************
曝	100.69155213
安全隐患	97.384768809
地產有	97.384768809
爆無證	97.384768809
大百汇	97.384768809
好交	97.384768809
跟进	97.384768809
海砂	97.384768809
地陷	97.384768809
金地	97.384768809
部们	97.384768809
關天	95.5542280419
低俗	94.8220117351
施工	94.1386098487
捐款	93.8778380763
人命	92.2592546612
救命	91.1018804988
處理	91.0040267066
香大陸房	89.1839461725
揭发	88.2549467332
認真	88.2549467332
記者	85.5805544079
深圳	84.9370915928
進	83.0634792783
喜劇	82.8484745864
渲染	80.6902370132
一輪	80.6902370132
房	80.3458974527
危机	78.2315317302
贫穷	77.5512575413
梁啟	77.2927533495
買	75.9012307851
當商機	74.3199551437
地震	74.3199551437
奶粉	72.4685683608
肯定	71.0886527462
限购	71.0886527462
蘋果	70.6039573865
女警	70.4083785572
彭浩翔	69.6749579472
调查	68.8819096454
智	68.6030355173
四川	66.8879596293
研究院	66.06218235
一封信	66.06218235
國恥	66.06218235
雅安	66.06218235
恐	66.06218235
呀	66.06218235
有关	63.2510256542
*********************end************************************************
*********************start************************************************
天空	334.839612993
劏	240.397670867
单元	206.055146457
姚子羚	206.055146457
第二集	193.176699804
商城	142.653562932
置业	142.653562932
曲奇	142.653562932
沒女	142.653562932
思维	142.653562932
独家	142.653562932
移民	137.370097638
維穩	132.464022722
剧组	132.464022722
村	132.464022722
落馬洲	123.633087874
元	123.633087874
房	116.950218259
中产	115.906019882
每年	115.906019882
共	112.393716249
剧集	112.393716249
撚	109.088018713
冇	108.17895189
轉貼	103.027573229
白描	103.027573229
责骂	103.027573229
胡诺言	103.027573229
田蕊妮	103.027573229
澳大利亚	103.027573229
悉尼	103.027573229
威廉	103.027573229
华裔	103.027573229
邊境	103.027573229
旅行家	103.027573229
两集	103.027573229
差別	103.027573229
分为	103.027573229
窝	103.027573229
翟	103.027573229
蚂蜂	103.027573229
吊環	103.027573229
東網	103.027573229
耐	103.027573229
實況劇	103.027573229
欺上	103.027573229
图是	103.027573229
港婦	103.027573229
半官方	103.027573229
瞞	103.027573229
*********************end************************************************
